year,month,day,statefips,gps_census_fips_code,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
2020,2,15,1,.,.05,.02,.39,.07,.02,-.01,.0175
2020,2,15,2,.,.05,.03,.14,.02,.01,0,-1.02e-07
2020,2,15,4,.,.03,.02,.13,.03,-.01,0,-1.02e-07
2020,2,15,5,.,.03,.02,.08,-.03,.01,0,-1.02e-07
2020,2,15,6,.,.01,.01,.19,.01,-.01,0,-1.02e-07
2020,2,15,8,.,.02,.03,-.16,-.01,.01,0,-1.02e-07
2020,2,15,9,.,.04,-.04,.16,.08,-.02,0,-1.02e-07
2020,2,15,10,.,.07,.02,.19,.2,.02,0,-1.02e-07
2020,2,15,11,110,-.02,-.02,.13,-.02,-.02,-.01,.0175
2020,2,15,12,.,.02,0,.09,.02,-.01,-.01,.0175
2020,2,15,13,.,.05,.01,.42,.04,.01,-.01,.0175
2020,2,15,15,.,.02,.02,.19,.04,-.01,0,-1.02e-07
2020,2,15,16,.,.03,.03,.07,0,-.01,0,-1.02e-07
2020,2,15,17,.,.04,.03,.1,.03,.03,-.01,.0175
2020,2,15,18,.,.09,.04,.16,.07,0,-.01,.0175
2020,2,15,19,.,.08,.13,.24,0,.03,-.01,.0175
2020,2,15,20,.,.04,0,.09,.02,.02,0,-1.02e-07
2020,2,15,21,.,.08,.04,.37,.09,.01,-.01,.0175
2020,2,15,22,.,.08,.06,.26,.13,.02,-.01,.0175
2020,2,15,23,.,.04,-.03,-.06,.13,-.03,.01,-.0175
2020,2,15,24,.,.02,0,.04,.01,0,-.01,.0175
2020,2,15,25,.,.02,-.04,0,.03,-.02,0,-1.02e-07
2020,2,15,26,.,.02,0,.15,.05,.04,0,-1.02e-07
2020,2,15,27,.,.06,.02,.13,.05,.01,-.01,.0175
2020,2,15,28,.,.08,.06,.17,.08,.01,-.01,.0175
2020,2,15,29,.,.05,.04,.11,.01,.04,-.01,.0175
2020,2,15,30,.,.04,.02,-.08,.02,0,0,-1.02e-07
2020,2,15,31,.,.09,.05,.37,-.01,-.01,-.01,.0175
2020,2,15,32,.,.03,.02,.08,.02,-.02,0,-1.02e-07
2020,2,15,33,.,.03,-.02,.06,.18,.02,0,-1.02e-07
2020,2,15,34,.,.03,-.03,.05,.02,.01,0,-1.02e-07
2020,2,15,35,.,.05,.08,.21,.02,0,-.01,.0175
2020,2,15,36,.,.03,-.04,-.02,-.04,.01,0,-1.02e-07
2020,2,15,37,.,.06,-.01,.23,.04,-.01,-.01,.0175
2020,2,15,38,.,.07,-.02,-.01,.05,.01,-.01,.0175
2020,2,15,39,.,.05,0,.15,.01,0,0,-1.02e-07
2020,2,15,40,.,.04,.02,.07,.02,.01,0,-1.02e-07
2020,2,15,41,.,.02,-.03,-.05,-.01,-.01,0,-1.02e-07
2020,2,15,42,.,.05,-.01,.13,.03,0,0,-1.02e-07
2020,2,15,44,.,.01,-.04,.15,.02,-.01,0,-1.02e-07
2020,2,15,45,.,.07,.03,.39,.05,0,-.01,.0175
2020,2,15,46,.,.07,.06,.04,.03,-.01,0,-1.02e-07
2020,2,15,47,.,.07,.04,.54,.04,.03,-.01,.0175
2020,2,15,48,.,.03,.03,.12,.03,.01,-.01,.0175
2020,2,15,49,.,.02,.03,.25,0,0,0,-1.02e-07
2020,2,15,50,.,.1,.02,.24,.08,0,0,-1.02e-07
2020,2,15,51,.,.02,.02,.03,.04,0,0,-1.02e-07
2020,2,15,53,.,.02,-.01,.08,.08,-.03,0,-1.02e-07
2020,2,15,54,.,.07,-.03,.17,0,0,0,-1.02e-07
2020,2,15,55,.,.07,.06,.22,.03,.03,-.01,.0175
2020,2,15,56,.,.04,.03,.01,-.05,.01,0,-1.02e-07
2020,2,16,1,.,0,-.02,-.07,.03,-.01,.01,-.0203
2020,2,16,2,.,.15,.05,.29,.06,.01,-.01,.0203
2020,2,16,4,.,.07,.03,.3,.03,0,-.01,.0203
2020,2,16,5,.,.05,.04,.32,0,.01,-.01,.0203
2020,2,16,6,.,.05,0,.31,.01,-.01,-.01,.0203
2020,2,16,8,.,.07,.05,-.07,.03,.01,0,-1.14e-07
2020,2,16,9,.,.05,-.05,-.04,.03,0,0,-1.14e-07
2020,2,16,10,.,.06,.02,.21,.04,.02,-.01,.0203
2020,2,16,11,110,.06,-.01,.37,.03,0,-.01,.0203
2020,2,16,12,.,.04,.01,.08,.02,-.02,0,-1.14e-07
2020,2,16,13,.,-.02,-.05,-.19,-.05,-.03,.01,-.0203
2020,2,16,15,.,.04,.03,.15,.04,-.01,-.01,.0203
2020,2,16,16,.,.11,.03,.14,0,-.01,0,-1.14e-07
2020,2,16,17,.,.08,.02,.29,.03,.02,-.01,.0203
2020,2,16,18,.,.08,.03,.34,.05,.01,-.01,.0203
2020,2,16,19,.,.1,.18,.16,-.04,.02,-.01,.0203
2020,2,16,20,.,.15,.03,.23,.06,.01,-.01,.0203
2020,2,16,21,.,.03,0,.25,.03,0,0,-1.14e-07
2020,2,16,22,.,.05,.03,-.03,.08,-.01,0,-1.14e-07
2020,2,16,23,.,.14,.08,.47,.17,.03,-.02,.0407
2020,2,16,24,.,.05,0,.2,-.01,0,-.01,.0203
2020,2,16,25,.,.06,-.04,.03,-.01,0,0,-1.14e-07
2020,2,16,26,.,.09,.04,.45,.04,.03,-.01,.0203
2020,2,16,27,.,.09,.02,.11,-.03,.01,-.01,.0203
2020,2,16,28,.,.03,.01,-.12,.04,-.01,.01,-.0203
2020,2,16,29,.,.13,.07,.45,.03,.03,-.01,.0203
2020,2,16,30,.,.09,.02,-.01,.08,0,0,-1.14e-07
2020,2,16,31,.,.11,.08,.44,0,.04,-.01,.0203
2020,2,16,32,.,.06,.03,.36,.01,0,-.01,.0203
2020,2,16,33,.,.1,0,.21,.11,.04,-.01,.0203
2020,2,16,34,.,.04,-.04,.2,0,0,0,-1.14e-07
2020,2,16,35,.,.1,.09,.33,.07,.01,-.01,.0203
2020,2,16,36,.,.07,-.03,.13,0,0,-.01,.0203
2020,2,16,37,.,.03,-.03,-.05,-.01,-.01,0,-1.14e-07
2020,2,16,38,.,.09,0,.1,.04,.01,-.01,.0203
2020,2,16,39,.,.06,.01,.25,0,.01,-.01,.0203
2020,2,16,40,.,.05,.01,.17,.01,.01,0,-1.14e-07
2020,2,16,41,.,.14,.03,.33,.03,0,-.01,.0203
2020,2,16,42,.,.09,.01,.29,0,.01,-.01,.0203
2020,2,16,44,.,.09,-.04,.12,.07,.01,-.01,.0203
2020,2,16,45,.,.03,-.01,-.09,.11,-.01,0,-1.14e-07
2020,2,16,46,.,.15,.11,.28,.01,.01,-.02,.0407
2020,2,16,47,.,.06,.01,.29,.03,.01,-.01,.0203
2020,2,16,48,.,.08,.03,.2,.04,.01,-.01,.0203
2020,2,16,49,.,.05,.03,-.03,-.08,-.03,0,-1.14e-07
2020,2,16,50,.,.22,.11,.47,.12,.04,-.02,.0407
2020,2,16,51,.,.04,0,.09,-.01,0,0,-1.14e-07
2020,2,16,53,.,.15,.03,.19,.05,-.01,-.01,.0203
2020,2,16,54,.,.07,.01,.28,.03,.01,0,-1.14e-07
2020,2,16,55,.,.12,.06,.34,-.01,.02,-.02,.0407
2020,2,16,56,.,.05,.02,0,-.12,.01,0,-1.14e-07
2020,2,17,1,.,.03,0,.17,.07,-.17,.04,-.0474
2020,2,17,2,.,.03,-.02,.09,-.06,-.33,.08,-.0948
2020,2,17,4,.,.09,.01,.35,.01,-.25,.05,-.0592
2020,2,17,5,.,.01,-.02,.07,-.01,-.16,.05,-.0592
2020,2,17,6,.,.09,.01,.44,-.12,-.38,.08,-.0948
2020,2,17,8,.,.05,.02,.04,-.04,-.2,.05,-.0592
2020,2,17,9,.,.11,.01,.33,-.01,-.29,.06,-.0711
2020,2,17,10,.,.12,.02,.35,.06,-.23,.04,-.0474
2020,2,17,11,110,-.1,-.12,.21,-.39,-.52,.11,-.13
2020,2,17,12,.,.05,.01,.24,0,-.19,.04,-.0474
2020,2,17,13,.,.04,.01,.24,0,-.19,.04,-.0474
2020,2,17,15,.,.05,-.04,.14,-.02,-.47,.11,-.13
2020,2,17,16,.,.1,.04,.44,0,-.25,.03,-.0355
2020,2,17,17,.,.02,-.03,-.14,-.13,-.23,.06,-.0711
2020,2,17,18,.,.05,-.03,-.04,.02,-.13,.04,-.0474
2020,2,17,19,.,-.02,.05,-.08,-.07,-.08,.04,-.0474
2020,2,17,20,.,.07,0,.55,.02,-.15,.03,-.0355
2020,2,17,21,.,.03,-.02,.24,.03,-.12,.04,-.0474
2020,2,17,22,.,.02,0,.14,.04,-.03,.02,-.0237
2020,2,17,23,.,.15,.05,.32,.12,-.33,.06,-.0711
2020,2,17,24,.,.08,-.01,.4,-.18,-.33,.08,-.0948
2020,2,17,25,.,.11,-.02,.32,-.26,-.42,.09,-.107
2020,2,17,26,.,.01,-.02,.01,-.02,-.13,.04,-.0474
2020,2,17,27,.,.04,-.01,.05,-.06,-.22,.05,-.0592
2020,2,17,28,.,.02,.02,-.01,.01,-.15,.04,-.0474
2020,2,17,29,.,.04,.02,.08,-.02,-.2,.05,-.0592
2020,2,17,30,.,.06,.01,.1,-.02,-.24,.05,-.0592
2020,2,17,31,.,.07,.01,.13,.01,-.14,.04,-.0474
2020,2,17,32,.,.05,0,.31,-.02,-.28,.06,-.0711
2020,2,17,33,.,.21,.08,.55,.13,-.21,.05,-.0592
2020,2,17,34,.,.14,.01,.63,-.15,-.36,.08,-.0948
2020,2,17,35,.,.08,.06,.35,.07,-.26,.04,-.0474
2020,2,17,36,.,.07,-.02,.23,-.22,-.37,.09,-.107
2020,2,17,37,.,.05,.02,.46,.06,-.11,.02,-.0237
2020,2,17,38,.,.09,-.03,.04,.01,-.21,.05,-.0592
2020,2,17,39,.,.05,-.02,.09,-.01,-.19,.05,-.0592
2020,2,17,40,.,.03,-.01,.28,.02,-.19,.05,-.0592
2020,2,17,41,.,.1,.02,.74,-.03,-.25,.04,-.0474
2020,2,17,42,.,.08,-.01,.43,-.11,-.21,.05,-.0592
2020,2,17,44,.,.13,-.03,.91,-.13,-.31,.07,-.0829
2020,2,17,45,.,.06,.02,.37,.08,-.15,.03,-.0355
2020,2,17,46,.,.03,0,-.07,.04,-.23,.06,-.0711
2020,2,17,47,.,.06,-.02,.46,.04,-.15,.04,-.0474
2020,2,17,48,.,.06,.02,.21,.02,-.18,.04,-.0474
2020,2,17,49,.,.18,.08,.41,-.07,-.39,.07,-.0829
2020,2,17,50,.,.19,.09,.41,.19,-.18,.04,-.0474
2020,2,17,51,.,.08,.02,.41,-.06,-.27,.06,-.0711
2020,2,17,53,.,.12,.02,.63,-.07,-.35,.06,-.0711
2020,2,17,54,.,.05,-.02,.14,.03,-.15,.04,-.0474
2020,2,17,55,.,-.06,-.02,-.01,-.07,-.05,.03,-.0355
2020,2,17,56,.,.02,.02,.02,.06,-.26,.06,-.0711
2020,2,18,1,.,-.04,-.03,-.11,-.01,.01,.02,-.0195
2020,2,18,2,.,-.02,-.02,.01,.04,-.02,.02,-.0195
2020,2,18,4,.,.02,.02,.14,.06,.02,0,0
2020,2,18,5,.,-.03,-.04,-.03,-.02,0,.01,-.00977
2020,2,18,6,.,0,0,.16,.03,0,0,0
2020,2,18,8,.,-.05,-.04,-.18,.01,-.04,.03,-.0293
2020,2,18,9,.,-.01,-.05,-.14,0,-.08,.03,-.0293
2020,2,18,10,.,.04,0,.32,.07,.03,-.01,.00977
2020,2,18,11,110,-.05,-.02,.13,-.03,-.05,.01,-.00977
2020,2,18,12,.,.03,.02,.13,.06,.01,0,0
2020,2,18,13,.,-.04,-.05,-.23,.01,-.05,.03,-.0293
2020,2,18,15,.,0,-.02,.01,.06,-.01,.01,-.00977
2020,2,18,16,.,.01,.03,.2,.09,.01,0,0
2020,2,18,17,.,.01,-.01,.05,.02,.01,0,0
2020,2,18,18,.,.01,-.01,.03,.04,.02,0,0
2020,2,18,19,.,-.03,.06,.05,-.01,.01,0,0
2020,2,18,20,.,.03,-.01,.18,0,0,0,0
2020,2,18,21,.,-.03,-.03,-.07,0,.02,.01,-.00977
2020,2,18,22,.,.03,.02,.13,.03,.01,0,0
2020,2,18,23,.,-.09,-.07,-.08,.04,-.13,.05,-.0488
2020,2,18,24,.,.02,0,.21,.04,.02,0,0
2020,2,18,25,.,-.04,-.1,-.18,-.04,-.1,.03,-.0293
2020,2,18,26,.,-.02,-.04,-.04,.02,-.06,.02,-.0195
2020,2,18,27,.,-.02,-.01,-.09,.06,-.01,.01,-.00977
2020,2,18,28,.,-.02,0,-.02,0,.01,.01,-.00977
2020,2,18,29,.,0,-.02,.11,.02,.02,0,0
2020,2,18,30,.,-.02,-.01,-.02,.01,.02,0,0
2020,2,18,31,.,.05,.02,.24,.06,.02,0,0
2020,2,18,32,.,.02,.01,.06,.04,.01,0,0
2020,2,18,33,.,-.12,-.11,-.06,.12,-.01,.03,-.0293
2020,2,18,34,.,.01,0,.05,.02,-.01,.01,-.00977
2020,2,18,35,.,.04,.06,.15,.04,.03,-.01,.00977
2020,2,18,36,.,-.02,-.05,-.04,-.05,-.1,.03,-.0293
2020,2,18,37,.,.01,0,.14,.06,.01,0,0
2020,2,18,38,.,-.02,-.04,-.05,.06,-.01,.01,-.00977
2020,2,18,39,.,0,-.01,.06,.03,.02,0,0
2020,2,18,40,.,0,-.01,.08,.02,0,0,0
2020,2,18,41,.,.04,.02,.42,.05,.01,0,0
2020,2,18,42,.,.01,-.02,.12,.02,.01,0,0
2020,2,18,44,.,0,-.07,-.11,-.03,-.09,.03,-.0293
2020,2,18,45,.,-.01,-.01,-.11,.02,.01,.02,-.0195
2020,2,18,46,.,-.05,.01,-.02,0,-.01,.01,-.00977
2020,2,18,47,.,-.03,-.03,-.11,-.01,.01,.01,-.00977
2020,2,18,48,.,-.01,-.01,-.04,.03,.01,0,0
2020,2,18,49,.,.01,.05,.2,.02,.02,0,0
2020,2,18,50,.,-.05,-.04,-.03,.09,-.04,.03,-.0293
2020,2,18,51,.,.01,.02,.22,.04,.03,0,0
2020,2,18,53,.,.05,.02,.52,.07,-.04,0,0
2020,2,18,54,.,.03,-.01,.05,.05,.01,0,0
2020,2,18,55,.,-.01,0,.17,.03,0,0,0
2020,2,18,56,.,.02,.04,.03,.05,.03,0,0
2020,2,19,1,.,.04,.01,.06,.04,.01,0,0
2020,2,19,2,.,0,-.02,.01,.04,-.03,.02,-.0224
2020,2,19,4,.,.04,.02,.14,.07,.01,0,0
2020,2,19,5,.,.04,.01,.24,0,.03,-.01,.0112
2020,2,19,6,.,0,0,.13,.01,0,0,0
2020,2,19,8,.,-.06,-.04,-.21,-.02,0,.02,-.0224
2020,2,19,9,.,.02,-.01,.12,.04,0,0,0
2020,2,19,10,.,.02,0,.07,.05,.02,0,0
2020,2,19,11,110,-.02,-.03,.07,-.03,-.05,.01,-.0112
2020,2,19,12,.,.03,0,.15,.05,.02,0,0
2020,2,19,13,.,.02,0,.02,.03,-.02,.01,-.0112
2020,2,19,15,.,-.01,-.02,.01,.02,0,.01,-.0112
2020,2,19,16,.,.02,.03,.12,.07,.02,0,0
2020,2,19,17,.,.01,-.01,.03,.02,.01,0,0
2020,2,19,18,.,.04,0,.09,.05,.02,0,0
2020,2,19,19,.,-.03,.06,-.02,0,.03,0,0
2020,2,19,20,.,.04,.03,.08,.04,.04,-.01,.0112
2020,2,19,21,.,.02,.01,.14,.03,.02,0,0
2020,2,19,22,.,.04,0,.16,.11,.01,0,0
2020,2,19,23,.,.06,-.01,.05,.13,-.12,.02,-.0224
2020,2,19,24,.,.02,0,.07,.01,.02,0,0
2020,2,19,25,.,.03,-.03,.03,-.02,-.1,.02,-.0224
2020,2,19,26,.,.02,0,.04,.04,0,0,0
2020,2,19,27,.,0,-.02,-.13,.03,.01,0,0
2020,2,19,28,.,.03,.01,-.02,.02,0,0,0
2020,2,19,29,.,.09,.01,-.02,.07,.05,-.02,.0224
2020,2,19,30,.,.01,.01,.03,.03,.02,0,0
2020,2,19,31,.,-.06,-.03,-.06,-.02,.01,.01,-.0112
2020,2,19,32,.,.01,.01,.11,.08,.01,0,0
2020,2,19,33,.,.07,.02,.1,.15,0,.01,-.0112
2020,2,19,34,.,.02,0,.16,.02,.01,0,0
2020,2,19,35,.,.02,.04,.05,.03,.03,0,0
2020,2,19,36,.,.03,-.02,.11,-.03,-.09,.02,-.0224
2020,2,19,37,.,.02,.04,-.09,.03,.02,0,0
2020,2,19,38,.,0,-.04,-.05,.09,.01,.01,-.0112
2020,2,19,39,.,.03,0,.14,.03,.02,0,0
2020,2,19,40,.,.05,.03,.21,.05,.03,-.01,.0112
2020,2,19,41,.,.05,.03,.51,.06,.01,-.01,.0112
2020,2,19,42,.,.01,0,.18,.02,.02,0,0
2020,2,19,44,.,.04,-.02,.16,0,-.05,.01,-.0112
2020,2,19,45,.,.01,0,-.13,.01,0,.01,-.0112
2020,2,19,46,.,-.05,-.01,-.04,.01,.01,.01,-.0112
2020,2,19,47,.,.03,.03,.13,.04,.03,-.01,.0112
2020,2,19,48,.,-.02,0,-.12,0,.03,.01,-.0112
2020,2,19,49,.,.03,.06,.14,.01,.02,0,0
2020,2,19,50,.,.06,.02,.09,.1,-.03,.01,-.0112
2020,2,19,51,.,.02,.02,.06,.03,.02,0,0
2020,2,19,53,.,.04,.03,.6,.07,-.02,-.01,.0112
2020,2,19,54,.,.04,-.03,.11,.02,.01,0,0
2020,2,19,55,.,-.01,0,0,0,.02,0,0
2020,2,19,56,.,0,0,-.02,-.02,.02,0,0
2020,2,20,1,.,-.07,-.06,-.25,-.01,0,.03,-.0302
2020,2,20,2,.,.03,.03,.05,.01,.02,0,0
2020,2,20,4,.,.05,.02,.21,.05,-.01,0,0
2020,2,20,5,.,.02,0,.03,.01,.01,0,0
2020,2,20,6,.,.02,.01,.12,.01,0,0,0
2020,2,20,8,.,.02,.02,-.05,0,0,0,0
2020,2,20,9,.,.02,-.01,.02,.03,.02,0,0
2020,2,20,10,.,.03,.01,-.03,.06,.02,0,0
2020,2,20,11,110,.01,-.06,.1,-.01,-.05,.02,-.0201
2020,2,20,12,.,.02,.01,.1,.04,.01,0,0
2020,2,20,13,.,-.06,-.07,-.36,-.01,-.04,.04,-.0402
2020,2,20,15,.,.02,.01,.06,.02,0,0,0
2020,2,20,16,.,.05,.03,.16,.07,.02,0,0
2020,2,20,17,.,0,0,0,0,.02,0,0
2020,2,20,18,.,.03,-.01,.01,.05,.01,0,0
2020,2,20,19,.,-.01,.05,0,-.02,.01,.01,-.0101
2020,2,20,20,.,-.02,-.07,-.03,-.02,-.01,.01,-.0101
2020,2,20,21,.,0,-.01,-.04,.02,.01,0,0
2020,2,20,22,.,0,-.01,-.24,.01,-.01,.03,-.0302
2020,2,20,23,.,.08,.02,.05,.08,-.09,.02,-.0201
2020,2,20,24,.,.01,0,-.06,0,.02,0,0
2020,2,20,25,.,.03,-.02,-.01,-.02,-.08,.02,-.0201
2020,2,20,26,.,.02,-.01,.02,.05,0,0,0
2020,2,20,27,.,-.02,-.02,-.14,0,.01,.01,-.0101
2020,2,20,28,.,-.05,-.04,-.2,0,-.01,.03,-.0302
2020,2,20,29,.,.01,0,.01,.03,.03,0,0
2020,2,20,30,.,.06,.01,.04,.05,.02,-.01,.0101
2020,2,20,31,.,.01,-.01,.04,.03,.01,.01,-.0101
2020,2,20,32,.,.04,.01,.08,.04,.01,0,0
2020,2,20,33,.,.07,.02,.16,.17,.03,0,0
2020,2,20,34,.,.01,-.01,.02,.01,0,0,0
2020,2,20,35,.,.04,.04,.08,.05,.01,0,0
2020,2,20,36,.,.02,-.03,0,-.03,-.09,.02,-.0201
2020,2,20,37,.,-.1,.05,-.31,-.07,-.06,.07,-.0704
2020,2,20,38,.,.04,-.01,.07,.05,.01,0,0
2020,2,20,39,.,.02,0,.02,.02,.02,0,0
2020,2,20,40,.,.02,0,-.04,.02,.01,0,0
2020,2,20,41,.,.04,.04,.33,.04,.01,-.01,.0101
2020,2,20,42,.,.01,-.01,.1,.01,.01,0,0
2020,2,20,44,.,.04,-.04,.07,.01,-.04,.01,-.0101
2020,2,20,45,.,-.07,-.05,-.29,-.01,-.01,.04,-.0402
2020,2,20,46,.,.01,.03,.07,.06,.01,0,0
2020,2,20,47,.,-.05,-.03,-.18,-.01,0,.02,-.0201
2020,2,20,48,.,-.01,-.02,-.13,-.01,.01,.01,-.0101
2020,2,20,49,.,.04,.06,.17,.04,.02,0,0
2020,2,20,50,.,.07,.02,.02,.07,-.01,.01,-.0101
2020,2,20,51,.,-.02,.03,-.07,.01,.01,.02,-.0201
2020,2,20,53,.,.04,.03,.53,.05,-.02,0,0
2020,2,20,54,.,.02,-.03,0,.02,.02,.01,-.0101
2020,2,20,55,.,0,-.01,-.02,0,.02,0,0
2020,2,20,56,.,.05,.05,.04,.06,.01,0,0
2020,2,21,1,.,.03,0,.12,.09,.01,0,6.96e-08
2020,2,21,2,.,-.01,-.02,.01,.05,.05,0,6.96e-08
2020,2,21,4,.,.02,.01,.1,.04,0,0,6.96e-08
2020,2,21,5,.,.05,0,.19,.02,.02,-.01,.00968
2020,2,21,6,.,.01,0,.08,0,.01,0,6.96e-08
2020,2,21,8,.,.03,.03,.04,.03,.03,-.01,.00968
2020,2,21,9,.,.01,-.05,-.03,.01,.01,.01,-.00968
2020,2,21,10,.,.01,-.02,-.11,.01,.02,0,6.96e-08
2020,2,21,11,110,-.03,-.11,.07,-.03,-.05,.02,-.0194
2020,2,21,12,.,0,-.01,-.12,0,0,.01,-.00968
2020,2,21,13,.,.02,-.01,.23,.04,-.03,0,6.96e-08
2020,2,21,15,.,.01,-.01,.07,.02,.02,0,6.96e-08
2020,2,21,16,.,.04,.02,.22,.07,.03,-.01,.00968
2020,2,21,17,.,.02,0,.05,.05,.02,-.01,.00968
2020,2,21,18,.,.04,-.02,.12,.06,.02,-.01,.00968
2020,2,21,19,.,.09,.06,.13,.04,.03,-.03,.029
2020,2,21,20,.,.09,-.04,.22,.04,.07,-.03,.029
2020,2,21,21,.,.02,.02,.12,.03,.02,0,6.96e-08
2020,2,21,22,.,.08,.05,.13,.16,-.01,0,6.96e-08
2020,2,21,23,.,.03,-.04,-.02,.04,-.11,.03,-.029
2020,2,21,24,.,-.01,-.03,-.04,-.01,.03,0,6.96e-08
2020,2,21,25,.,0,-.06,-.09,-.03,-.09,.03,-.029
2020,2,21,26,.,-.01,-.05,.04,.09,0,.01,-.00968
2020,2,21,27,.,.02,.03,.06,.08,.02,0,6.96e-08
2020,2,21,28,.,.01,0,.02,.09,0,0,6.96e-08
2020,2,21,29,.,.1,-.02,.23,.09,.18,-.02,.0194
2020,2,21,30,.,.04,.01,.03,.04,.02,-.01,.00968
2020,2,21,31,.,.08,.03,.21,.07,.02,-.01,.00968
2020,2,21,32,.,.02,.02,.13,.02,.01,0,6.96e-08
2020,2,21,33,.,.01,-.03,.09,.12,.01,.01,-.00968
2020,2,21,34,.,-.01,-.03,-.02,0,.02,.01,-.00968
2020,2,21,35,.,.03,.06,0,.03,.05,-.01,.00968
2020,2,21,36,.,-.01,-.05,-.08,-.06,-.09,.03,-.029
2020,2,21,37,.,-.08,-.14,-.13,-.05,-.19,.09,-.0871
2020,2,21,38,.,.04,-.02,.12,.07,.04,0,6.96e-08
2020,2,21,39,.,.02,-.02,.19,.06,.03,0,6.96e-08
2020,2,21,40,.,.03,-.03,.02,.03,.03,0,6.96e-08
2020,2,21,41,.,.04,.01,.37,.07,.04,-.01,.00968
2020,2,21,42,.,0,-.02,.06,.01,.03,.01,-.00968
2020,2,21,44,.,.02,-.07,.01,-.01,-.03,.02,-.0194
2020,2,21,45,.,.02,-.02,-.07,.05,-.02,.01,-.00968
2020,2,21,46,.,.04,.06,.22,.04,.05,-.01,.00968
2020,2,21,47,.,0,-.02,.07,.03,0,0,6.96e-08
2020,2,21,48,.,.02,0,-.02,.02,.03,-.01,.00968
2020,2,21,49,.,.04,.09,.25,.04,.06,-.01,.00968
2020,2,21,50,.,.04,.01,.06,.11,-.03,.01,-.00968
2020,2,21,51,.,-.03,-.07,-.07,-.02,-.04,.03,-.029
2020,2,21,53,.,.03,-.01,.55,.04,-.01,-.01,.00968
2020,2,21,54,.,0,-.07,.03,-.02,.02,.01,-.00968
2020,2,21,55,.,.02,0,.09,.04,.02,.01,-.00968
2020,2,21,56,.,.03,.07,.14,.16,.04,0,6.96e-08
2020,2,22,1,.,.05,.04,.46,.13,.06,-.01,.0175
2020,2,22,2,.,.05,.03,.13,.03,.04,-.01,.0175
2020,2,22,4,.,-.02,-.04,-.42,-.06,-.04,.03,-.0526
2020,2,22,5,.,.03,.02,.18,.02,.03,0,-1.02e-07
2020,2,22,6,.,0,0,-.03,-.04,.01,.01,-.0175
2020,2,22,8,.,.03,.07,.04,.05,.04,-.01,.0175
2020,2,22,9,.,.1,-.01,.74,.1,.03,-.02,.0351
2020,2,22,10,.,.08,.04,.6,.16,.05,-.01,.0175
2020,2,22,11,110,0,.04,.25,.05,.02,-.01,.0175
2020,2,22,12,.,.03,0,.08,.02,.01,0,-1.02e-07
2020,2,22,13,.,.05,0,.48,.04,.04,-.01,.0175
2020,2,22,15,.,.03,.01,.2,0,.01,-.01,.0175
2020,2,22,16,.,.06,.06,.4,.09,.02,-.01,.0175
2020,2,22,17,.,.11,.09,.57,.1,.07,-.02,.0351
2020,2,22,18,.,.13,.07,.69,.12,.04,-.02,.0351
2020,2,22,19,.,.1,.14,.51,.03,.05,-.02,.0351
2020,2,22,20,.,.05,.01,.56,.06,.04,-.01,.0175
2020,2,22,21,.,.09,.09,.68,.1,.05,-.02,.0351
2020,2,22,22,.,.09,.09,.27,.41,0,-.02,.0351
2020,2,22,23,.,.06,-.03,.23,.1,-.01,-.01,.0175
2020,2,22,24,.,.05,.03,.52,.06,.04,-.02,.0351
2020,2,22,25,.,.05,-.02,.49,.05,.01,-.01,.0175
2020,2,22,26,.,.09,.04,.56,.17,.08,-.02,.0351
2020,2,22,27,.,.05,.05,.26,.05,.03,-.01,.0175
2020,2,22,28,.,.06,.05,.2,.12,.02,-.01,.0175
2020,2,22,29,.,.07,.1,.63,.08,.06,-.02,.0351
2020,2,22,30,.,.08,.06,.05,.05,.01,-.01,.0175
2020,2,22,31,.,.11,.06,.73,.08,0,-.02,.0351
2020,2,22,32,.,0,-.03,-.12,-.02,-.02,.01,-.0175
2020,2,22,33,.,.04,-.03,.39,.27,.03,-.01,.0175
2020,2,22,34,.,.07,.01,.59,.06,.04,-.01,.0175
2020,2,22,35,.,.02,.03,-.09,-.01,0,0,-1.02e-07
2020,2,22,36,.,.08,0,.29,.03,.04,-.01,.0175
2020,2,22,37,.,.03,-.04,.3,.04,.03,0,-1.02e-07
2020,2,22,38,.,.12,.04,.3,.09,.04,-.02,.0351
2020,2,22,39,.,.09,.04,.68,.08,.03,-.02,.0351
2020,2,22,40,.,.03,.02,.1,.04,.03,0,-1.02e-07
2020,2,22,41,.,.06,.03,.72,.09,.03,-.02,.0351
2020,2,22,42,.,.09,.03,.53,.06,.04,-.01,.0175
2020,2,22,44,.,.08,-.04,.89,.05,.02,-.01,.0175
2020,2,22,45,.,.05,.01,.27,.07,.03,-.01,.0175
2020,2,22,46,.,.07,.09,.34,.03,.02,-.01,.0175
2020,2,22,47,.,.06,.04,.61,.05,.05,-.02,.0351
2020,2,22,48,.,.03,.01,.13,.03,.04,-.01,.0175
2020,2,22,49,.,.03,.07,.22,.04,.03,0,-1.02e-07
2020,2,22,50,.,.09,0,.53,.25,.02,-.01,.0175
2020,2,22,51,.,.04,.02,.32,.06,.02,-.01,.0175
2020,2,22,53,.,.04,0,.44,.09,0,-.01,.0175
2020,2,22,54,.,.08,0,.42,.03,.03,-.01,.0175
